Date,Nifty50,SP500,Gold,USBond,USDINR_Ret,US10Y,VIX,VIX_Change
2007-11-30,-0.023647706455252927,-0.04504278263090341,-0.016673504535405028,0.052130734713475235,-0.010184369066027172,4.474999904632568,18.530000686645508,0.029444482591417076
2007-12-31,0.06318192770971616,-0.008665949670829879,0.06436066578285854,-0.006297104586397558,0.007147572402315758,3.9719998836517334,22.8700008392334,0.23421478638776905
2008-01-31,-0.17803983360706935,-0.0631138642063085,0.1029321789785521,0.020742098734256365,-0.0053368080195001595,4.034999847412109,22.5,-0.016178435752335574
2008-02-29,0.016610789863128726,-0.03537973959244805,0.050975943867859884,-0.004562877544926922,0.0017566482146151672,3.6389999389648438,26.200000762939453,0.1644444783528647
2008-03-31,-0.09829155085400781,-0.0059774528264186924,-0.061866517767628686,0.02116317974847576,0.015046246660544925,3.5339999198913574,26.540000915527344,0.012977104682715401
2008-04-30,0.08720319380442984,0.04645095190758541,-0.0424778874835565,-0.02517854235894748,-0.000526320103967585,3.431999921798706,25.610000610351562,-0.03504145716256102
2008-05-31,-0.05896482742905683,0.010617614807393634,0.009190132796140704,-0.027249743737472576,0.012382634416922614,3.759000062942505,20.790000915527344,-0.18820771495319588
2008-06-30,-0.18673365741136658,-0.08988355391782211,0.04417832858718474,0.02619003757511326,0.051749950636143,4.046000003814697,17.829999923706055,-0.142376183812987
2008-07-31,0.06986781501269047,-0.009908296633774068,-0.014547310436258025,-0.003680857535615677,0.007519165988199424,3.9790000915527344,23.950000762939453,0.3432417759630211
2008-08-31,0.006223408942828203,0.012116759351493936,-0.09752180252634132,0.02702454015998525,-0.009802463072721732,3.9790000915527344,22.940000534057617,-0.04217119819239101
2008-09-30,-0.10607434040785135,-0.09518076507694331,0.04029806120842163,0.0146517950174786,0.02768049742067273,3.812999963760376,20.649999618530273,-0.09982566966934103
2008-10-31,-0.3066648325032849,-0.1856364738868827,-0.1760173148028842,-0.018781765652150628,0.06599165693379717,3.8269999027252197,39.38999938964844,0.9075060589493584
2008-11-30,-0.046279109417391426,-0.0777983573133054,0.11843698720303157,0.1340184986381819,0.05838911116760316,3.9700000286102295,59.88999938964844,0.5204366671147329
2008-12-31,0.07144825690098913,0.0077911466734982004,0.07448144648475602,0.12797370860877777,0.009408449516047907,2.9570000171661377,55.279998779296875,-0.07697446413980713
2009-01-31,-0.028918908336376888,-0.08954987959881684,0.05388472160534489,-0.14007625073173646,-0.03686536519379926,2.24399995803833,40.0,-0.2764109825743962
2009-02-28,-0.0394308891208383,-0.11645651319919006,0.014352749724136549,-0.01543829064320319,0.01380222080097328,2.8440001010894775,44.84000015258789,0.12100000381469722
2009-03-31,0.08901910081722071,0.08195269356125574,-0.025697095186795783,0.03967625239964551,0.03858280707341926,3.0409998893737793,46.349998474121094,0.033675252372764586
2009-04-30,0.13972092573544934,0.08977221824359974,-0.033909215718880045,-0.07205488419131204,0.0026420913354426832,2.684999942779541,44.13999938964844,-0.04768067221634498
2009-05-31,0.2473758961521429,0.051720577155174065,0.097422603239453,-0.037649981531088936,-0.03193166642972037,3.124000072479248,36.5,-0.17308562517651838
